Fecha,Tipo de Emisión,Nivel de Emisión (ppm),Fuente de Emisión,Consumo de Electricidad (kWh),Consumo de Gas Natural (m³),Volumen de Agua (m³),Tipo de Residuo,Cantidad de Residuo (kg),Método de Disposición,Concentración de Contaminante (ppm),Localización de Medición,Cumplimiento Normativo,Contador de Registros
2016-02-08,VOC,42,Procesos de Pintura,255,53,46,No peligroso,2,Reciclaje,0.003222240775471695,En los alrededores,Sí,404
2016-02-09,HAP,93,Procesos de Pintura,370,37,19,No peligroso,1,Vertedero,0.005103068734772472,Dentro de la planta,Sí,405
2016-02-10,NOx,32,Procesos de Pintura,302,84,33,No peligroso,7,Vertedero,0.006524964743787637,Dentro de la planta,Sí,406
2016-02-11,HAP,3,Maquinaria de Ensamble,205,98,12,Peligroso,7,Reciclaje,0.0041362664982163636,Dentro de la planta,Sí,407
2016-02-12,VOC,20,Maquinaria de Ensamble,366,63,33,Reciclable,2,Reciclaje,0.005420008942313178,En los alrededores,Sí,408
2016-02-13,CO2,40,Procesos de Pintura,382,57,40,Reciclable,9,Reciclaje,0.009993831355518033,En los alrededores,Sí,409
2016-02-14,HAP,57,Procesos de Pintura,195,23,32,Peligroso,10,Vertedero,0.00311423394053542,Dentro de la planta,Sí,410
2016-02-15,HAP,52,Maquinaria de Ensamble,138,92,17,Peligroso,2,Vertedero,0.008781521168658126,En los alrededores,Sí,411
2016-02-16,HAP,80,Maquinaria de Ensamble,365,71,17,Reciclable,5,Vertedero,0.008616492221923367,Dentro de la planta,Sí,412
2016-02-17,VOC,52,Procesos de Pintura,230,35,13,No peligroso,10,Incineración,0.003794862270488491,Dentro de la planta,Sí,413
2016-02-18,NOx,35,Hornos de Secado,137,21,32,Reciclable,1,Reciclaje,0.0052817917662758415,Dentro de la planta,Sí,414
2016-02-19,NOx,77,Procesos de Pintura,156,78,18,Reciclable,6,Vertedero,0.0021518173537704885,Dentro de la planta,Sí,415
2016-02-20,VOC,20,Maquinaria de Ensamble,241,100,38,Peligroso,7,Incineración,0.009015338456502032,En los alrededores,Sí,416
2016-02-21,HAP,52,Hornos de Secado,380,22,36,Peligroso,2,Vertedero,0.0065616789697811664,Dentro de la planta,Sí,417
2016-02-22,CO2,6,Hornos de Secado,117,86,37,Reciclable,4,Incineración,0.001259021746233552,Dentro de la planta,Sí,418
2016-02-23,HAP,55,Hornos de Secado,120,98,17,Peligroso,8,Reciclaje,0.00822117990629698,En los alrededores,Sí,419
2016-02-24,VOC,47,Maquinaria de Ensamble,264,81,41,No peligroso,5,Incineración,0.0028861718640180007,Dentro de la planta,Sí,420
2016-02-25,HAP,27,Maquinaria de Ensamble,289,46,48,Reciclable,3,Incineración,0.0032440134564285183,En los alrededores,Sí,421
2016-02-26,CO2,10,Maquinaria de Ensamble,201,84,18,No peligroso,8,Incineración,0.00976360709534756,En los alrededores,Sí,422
2016-02-27,HAP,93,Hornos de Secado,458,14,25,No peligroso,8,Reciclaje,0.0017629165813470276,Dentro de la planta,Sí,423
2016-02-28,HAP,51,Procesos de Pintura,199,11,46,No peligroso,10,Reciclaje,0.008441352816219862,En los alrededores,Sí,424
2016-02-29,HAP,3,Maquinaria de Ensamble,485,78,18,No peligroso,9,Reciclaje,0.007638693443616636,En los alrededores,Sí,425
2016-03-01,NOx,53,Maquinaria de Ensamble,357,86,36,No peligroso,1,Reciclaje,0.008750198017190026,En los alrededores,Sí,426
2016-03-02,VOC,59,Hornos de Secado,488,40,42,Peligroso,9,Incineración,0.002551805105946839,Dentro de la planta,Sí,427
2016-03-03,NOx,73,Procesos de Pintura,434,55,37,Peligroso,8,Incineración,0.008472840479350163,Dentro de la planta,Sí,428
2016-03-04,NOx,96,Hornos de Secado,141,94,44,Peligroso,10,Incineración,0.0020275235506141557,Dentro de la planta,Sí,429
2016-03-05,CO2,83,Procesos de Pintura,377,47,44,No peligroso,6,Reciclaje,0.005456550094304467,Dentro de la planta,Sí,430
2016-03-06,CO2,70,Hornos de Secado,172,84,18,Peligroso,7,Vertedero,0.008135405761860903,Dentro de la planta,Sí,431
2016-03-07,VOC,81,Hornos de Secado,404,72,44,No peligroso,7,Vertedero,0.0022556483679127695,Dentro de la planta,Sí,432
2016-03-08,HAP,72,Maquinaria de Ensamble,305,28,19,Peligroso,10,Reciclaje,0.0052346268022948,Dentro de la planta,Sí,433
2016-03-09,CO2,19,Procesos de Pintura,471,53,41,No peligroso,4,Reciclaje,0.0048940335170645465,Dentro de la planta,Sí,434
2016-03-10,VOC,52,Hornos de Secado,455,36,27,Reciclable,2,Reciclaje,0.006479040762424098,Dentro de la planta,Sí,435
2016-03-11,HAP,64,Hornos de Secado,427,23,47,Peligroso,3,Incineración,0.003783069835679933,Dentro de la planta,Sí,436
2016-03-12,NOx,45,Procesos de Pintura,192,97,36,No peligroso,10,Incineración,0.006964460117575239,En los alrededores,Sí,437
2016-03-13,NOx,51,Hornos de Secado,152,83,50,Peligroso,1,Incineración,0.008043526340148394,En los alrededores,Sí,438
2016-03-14,NOx,85,Hornos de Secado,173,79,37,Reciclable,9,Vertedero,0.0025741659314142927,En los alrededores,Sí,439
2016-03-15,VOC,93,Procesos de Pintura,246,56,48,Peligroso,8,Vertedero,0.0035660511152435918,En los alrededores,Sí,440
2016-03-16,CO2,59,Hornos de Secado,152,40,13,Reciclable,2,Reciclaje,0.0017729078113379272,Dentro de la planta,Sí,441
2016-03-17,NOx,69,Procesos de Pintura,446,46,49,No peligroso,7,Incineración,0.0071064978266602965,Dentro de la planta,Sí,442
2016-03-18,VOC,62,Hornos de Secado,438,38,16,No peligroso,2,Incineración,0.0010619644451636714,En los alrededores,Sí,443
2016-03-19,VOC,1,Maquinaria de Ensamble,128,79,16,No peligroso,7,Incineración,0.00757474657022613,Dentro de la planta,Sí,444
2016-03-20,CO2,62,Maquinaria de Ensamble,392,90,23,No peligroso,5,Vertedero,0.009753180132643514,Dentro de la planta,Sí,445
2016-03-21,VOC,35,Procesos de Pintura,128,48,28,Peligroso,4,Vertedero,0.0089247310643756,En los alrededores,Sí,446
2016-03-22,NOx,24,Maquinaria de Ensamble,302,62,18,Peligroso,1,Vertedero,0.0063576064723022815,Dentro de la planta,Sí,447
2016-03-23,VOC,51,Maquinaria de Ensamble,357,18,10,Peligroso,3,Vertedero,0.00889851709987868,Dentro de la planta,Sí,448
2016-03-24,HAP,90,Maquinaria de Ensamble,107,20,48,No peligroso,9,Reciclaje,0.005883860158600089,En los alrededores,Sí,449
2016-03-25,NOx,53,Procesos de Pintura,400,13,34,Peligroso,9,Vertedero,0.005852637666757001,En los alrededores,Sí,450
2016-03-26,CO2,23,Maquinaria de Ensamble,298,25,25,No peligroso,1,Vertedero,0.003321473305609822,Dentro de la planta,Sí,451
2016-03-27,CO2,17,Procesos de Pintura,422,94,33,Peligroso,9,Incineración,0.006328940081226043,Dentro de la planta,Sí,452
2016-03-28,HAP,87,Hornos de Secado,283,72,25,No peligroso,4,Vertedero,0.009263542039073189,Dentro de la planta,Sí,453
2016-03-29,VOC,25,Procesos de Pintura,192,83,27,Reciclable,3,Reciclaje,0.00961697595701802,Dentro de la planta,Sí,454
2016-03-30,HAP,97,Maquinaria de Ensamble,185,38,31,No peligroso,8,Reciclaje,0.002672918228004113,En los alrededores,Sí,455
2016-03-31,CO2,16,Procesos de Pintura,377,74,17,Peligroso,6,Reciclaje,0.005805232351011416,En los alrededores,Sí,456
2016-04-01,NOx,90,Hornos de Secado,374,62,37,Peligroso,9,Incineración,0.009669183946095401,Dentro de la planta,Sí,457
2016-04-02,NOx,40,Hornos de Secado,230,58,40,Reciclable,5,Reciclaje,0.003183530811890943,Dentro de la planta,Sí,458
2016-04-03,VOC,40,Procesos de Pintura,232,49,39,Reciclable,3,Incineración,0.008801267426336103,Dentro de la planta,Sí,459
2016-04-04,CO2,45,Hornos de Secado,298,26,10,No peligroso,6,Vertedero,0.0015240912913392468,En los alrededores,Sí,460
2016-04-05,HAP,6,Hornos de Secado,313,52,34,No peligroso,5,Reciclaje,0.0012419982520791666,En los alrededores,Sí,461
2016-04-06,VOC,64,Hornos de Secado,453,19,15,No peligroso,8,Incineración,0.0019111600394890343,Dentro de la planta,Sí,462
2016-04-07,HAP,61,Maquinaria de Ensamble,473,66,20,Peligroso,8,Reciclaje,0.008987851395624951,Dentro de la planta,Sí,463
2016-04-08,CO2,95,Maquinaria de Ensamble,463,87,31,No peligroso,9,Vertedero,0.00258280117070883,En los alrededores,Sí,464
2016-04-09,NOx,42,Procesos de Pintura,498,83,48,Reciclable,6,Reciclaje,0.004159042123710231,Dentro de la planta,Sí,465
2016-04-10,NOx,2,Procesos de Pintura,342,41,17,No peligroso,2,Vertedero,0.0021062438020990107,En los alrededores,Sí,466
2016-04-11,CO2,83,Procesos de Pintura,452,71,50,Peligroso,7,Incineración,0.0014037929397708163,En los alrededores,Sí,467
2016-04-12,CO2,69,Procesos de Pintura,250,14,47,Reciclable,7,Vertedero,0.005776095254438986,En los alrededores,Sí,468
2016-04-13,NOx,85,Hornos de Secado,414,59,41,No peligroso,9,Reciclaje,0.006543562198850416,Dentro de la planta,Sí,469
2016-04-14,VOC,4,Procesos de Pintura,279,48,19,Reciclable,9,Incineración,0.002641147195884804,En los alrededores,Sí,470
2016-04-15,CO2,63,Procesos de Pintura,259,13,15,Reciclable,6,Reciclaje,0.0064247036154299825,Dentro de la planta,Sí,471
2016-04-16,NOx,67,Hornos de Secado,464,27,22,No peligroso,6,Incineración,0.006607218522668251,En los alrededores,Sí,472
2016-04-17,HAP,8,Maquinaria de Ensamble,246,82,46,Reciclable,4,Reciclaje,0.0075219232738239624,Dentro de la planta,Sí,473
2016-04-18,NOx,34,Hornos de Secado,122,100,50,Reciclable,4,Reciclaje,0.00160074655806968,En los alrededores,Sí,474
2016-04-19,NOx,93,Maquinaria de Ensamble,456,11,24,Peligroso,3,Incineración,0.008769457101918742,En los alrededores,Sí,475
2016-04-20,VOC,85,Hornos de Secado,227,38,30,No peligroso,4,Vertedero,0.002732456179605818,Dentro de la planta,Sí,476
2016-04-21,HAP,8,Hornos de Secado,112,40,39,No peligroso,5,Vertedero,0.009487635966742982,En los alrededores,Sí,477
2016-04-22,HAP,78,Procesos de Pintura,111,46,19,No peligroso,4,Vertedero,0.001383107618279568,En los alrededores,Sí,478
2016-04-23,HAP,51,Hornos de Secado,447,84,20,No peligroso,9,Vertedero,0.0067748669755964075,Dentro de la planta,Sí,479
2016-04-24,VOC,72,Procesos de Pintura,325,39,40,No peligroso,1,Incineración,0.001744001011242535,Dentro de la planta,Sí,480
2016-04-25,HAP,90,Procesos de Pintura,326,31,40,Peligroso,7,Vertedero,0.002038645348864621,En los alrededores,Sí,481
2016-04-26,CO2,30,Hornos de Secado,130,35,32,No peligroso,3,Incineración,0.0086398233958698,Dentro de la planta,Sí,482
2016-04-27,VOC,78,Procesos de Pintura,342,43,15,Peligroso,7,Reciclaje,0.0031256867968643973,En los alrededores,Sí,483
2016-04-28,VOC,83,Maquinaria de Ensamble,452,30,17,Peligroso,7,Incineración,0.0051327645725205,Dentro de la planta,Sí,484
2016-04-29,VOC,46,Procesos de Pintura,213,96,27,No peligroso,7,Incineración,0.0026357016438197647,En los alrededores,Sí,485
2016-04-30,HAP,44,Hornos de Secado,431,58,38,Peligroso,9,Incineración,0.0014792856294072259,En los alrededores,Sí,486
2016-05-01,CO2,82,Hornos de Secado,266,13,15,No peligroso,7,Reciclaje,0.00138138690665545,En los alrededores,Sí,487
2016-05-02,HAP,86,Procesos de Pintura,311,22,34,No peligroso,2,Vertedero,0.008671059296014465,En los alrededores,Sí,488
2016-05-03,HAP,78,Procesos de Pintura,281,69,37,No peligroso,6,Vertedero,0.008249382075365191,Dentro de la planta,Sí,489
2016-05-04,HAP,29,Maquinaria de Ensamble,416,68,11,Peligroso,4,Incineración,0.005297600189811436,Dentro de la planta,Sí,490
2016-05-05,VOC,64,Procesos de Pintura,275,19,23,Reciclable,5,Vertedero,0.002470457822924711,Dentro de la planta,Sí,491
2016-05-06,CO2,66,Hornos de Secado,189,53,49,Reciclable,10,Vertedero,0.00773814439214364,En los alrededores,Sí,492
2016-05-07,HAP,3,Procesos de Pintura,309,27,50,No peligroso,10,Reciclaje,0.008336078532331481,Dentro de la planta,Sí,493
2016-05-08,NOx,52,Maquinaria de Ensamble,283,66,18,Reciclable,2,Incineración,0.005822108664621915,En los alrededores,Sí,494
2016-05-09,VOC,2,Maquinaria de Ensamble,257,33,45,No peligroso,10,Incineración,0.007677268404301683,Dentro de la planta,Sí,495
2016-05-10,CO2,45,Hornos de Secado,100,21,43,No peligroso,10,Vertedero,0.0031707688503978264,Dentro de la planta,Sí,496
2016-05-11,VOC,43,Maquinaria de Ensamble,118,51,39,Peligroso,7,Reciclaje,0.0075137023159134175,En los alrededores,Sí,497
2016-05-12,NOx,27,Maquinaria de Ensamble,316,44,19,Reciclable,3,Reciclaje,0.004439939626872035,En los alrededores,Sí,498
2016-05-13,NOx,69,Maquinaria de Ensamble,243,87,46,No peligroso,8,Reciclaje,0.009698470322236662,Dentro de la planta,Sí,499
2016-05-14,HAP,50,Maquinaria de Ensamble,218,65,35,Reciclable,5,Incineración,0.0011306930999324955,Dentro de la planta,Sí,500
2016-05-15,CO2,12,Hornos de Secado,478,75,50,No peligroso,7,Incineración,0.0025738010990798317,En los alrededores,Sí,501
2016-05-16,NOx,35,Procesos de Pintura,244,13,21,Peligroso,7,Incineración,0.002783464756364668,Dentro de la planta,Sí,502
2016-05-17,CO2,64,Procesos de Pintura,198,58,26,No peligroso,2,Reciclaje,0.006730289890025955,Dentro de la planta,Sí,503
2016-05-18,VOC,77,Procesos de Pintura,148,85,23,Peligroso,3,Incineración,0.009665325166601197,Dentro de la planta,Sí,504
2016-05-19,VOC,97,Procesos de Pintura,139,94,18,No peligroso,2,Incineración,0.0056639059240039666,En los alrededores,Sí,505
2016-05-20,VOC,8,Maquinaria de Ensamble,112,13,22,No peligroso,5,Vertedero,0.004824138597801878,En los alrededores,Sí,506
2016-05-21,CO2,68,Maquinaria de Ensamble,424,27,41,Reciclable,5,Vertedero,0.005436951385925264,En los alrededores,Sí,507
2016-05-22,HAP,3,Hornos de Secado,374,89,38,Peligroso,6,Reciclaje,0.0034544697491346943,Dentro de la planta,Sí,508
2016-05-23,CO2,74,Procesos de Pintura,273,64,36,Peligroso,1,Incineración,0.004161633002148824,En los alrededores,Sí,509
2016-05-24,CO2,9,Procesos de Pintura,360,29,48,Reciclable,7,Incineración,0.007746825309353861,Dentro de la planta,Sí,510
2016-05-25,VOC,100,Maquinaria de Ensamble,182,89,27,Peligroso,5,Incineración,0.005707117342118209,Dentro de la planta,Sí,511
2016-05-26,VOC,87,Maquinaria de Ensamble,411,26,15,Reciclable,7,Incineración,0.008295443406320118,En los alrededores,Sí,512
2016-05-27,NOx,63,Hornos de Secado,403,72,20,Reciclable,8,Incineración,0.0021159876331780184,En los alrededores,Sí,513
2016-05-28,HAP,96,Hornos de Secado,446,35,47,Reciclable,5,Reciclaje,0.0018332805904825334,Dentro de la planta,Sí,514
2016-05-29,HAP,94,Maquinaria de Ensamble,306,53,17,Reciclable,2,Vertedero,0.0076684318925541155,En los alrededores,Sí,515
2016-05-30,NOx,21,Maquinaria de Ensamble,283,54,19,No peligroso,4,Reciclaje,0.009433370696090005,Dentro de la planta,Sí,516
2016-05-31,NOx,78,Procesos de Pintura,369,31,12,Peligroso,7,Incineración,0.007241951357276519,Dentro de la planta,Sí,517
2016-06-01,NOx,19,Procesos de Pintura,363,56,21,Peligroso,8,Reciclaje,0.0018587435106174792,En los alrededores,Sí,518
2016-06-02,CO2,78,Maquinaria de Ensamble,238,57,44,Peligroso,4,Vertedero,0.007590215313997844,Dentro de la planta,Sí,519
2016-06-03,HAP,36,Procesos de Pintura,244,68,37,Reciclable,3,Vertedero,0.0014006385272432123,Dentro de la planta,Sí,520
2016-06-04,NOx,75,Procesos de Pintura,159,81,42,Reciclable,7,Reciclaje,0.005645423464878161,Dentro de la planta,Sí,521
2016-06-05,HAP,26,Hornos de Secado,138,12,21,Reciclable,5,Reciclaje,0.009932863110169856,En los alrededores,Sí,522
2016-06-06,VOC,12,Hornos de Secado,371,26,30,No peligroso,9,Reciclaje,0.009347295967907229,Dentro de la planta,Sí,523
2016-06-07,NOx,1,Procesos de Pintura,131,47,31,Reciclable,6,Incineración,0.003265760529981858,Dentro de la planta,Sí,524
2016-06-08,VOC,75,Maquinaria de Ensamble,403,13,35,Peligroso,8,Reciclaje,0.005587393966173875,En los alrededores,Sí,525
2016-06-09,HAP,26,Maquinaria de Ensamble,179,83,25,Reciclable,5,Vertedero,0.0037485402133797547,Dentro de la planta,Sí,526
2016-06-10,NOx,71,Hornos de Secado,216,48,47,No peligroso,2,Incineración,0.008238253426012412,Dentro de la planta,Sí,527
2016-06-11,NOx,87,Procesos de Pintura,349,65,19,Peligroso,5,Incineración,0.009777418794506637,Dentro de la planta,Sí,528
2016-06-12,HAP,14,Maquinaria de Ensamble,399,42,40,No peligroso,2,Incineración,0.0026708073010048754,Dentro de la planta,Sí,529
2016-06-13,NOx,26,Hornos de Secado,245,13,48,Peligroso,6,Vertedero,0.0032080045111449935,En los alrededores,Sí,530
2016-06-14,NOx,99,Maquinaria de Ensamble,483,36,20,Peligroso,3,Reciclaje,0.007208076313729251,Dentro de la planta,Sí,531
2016-06-15,HAP,55,Hornos de Secado,137,46,48,No peligroso,10,Incineración,0.004328445375449963,En los alrededores,Sí,532
2016-06-16,CO2,61,Procesos de Pintura,143,26,13,Peligroso,8,Incineración,0.005980591447912755,En los alrededores,Sí,533
2016-06-17,NOx,16,Maquinaria de Ensamble,143,100,37,No peligroso,1,Vertedero,0.008881237799598159,Dentro de la planta,Sí,534
2016-06-18,CO2,96,Maquinaria de Ensamble,278,12,12,Peligroso,6,Reciclaje,0.0024027823727002396,En los alrededores,Sí,535
2016-06-19,NOx,15,Procesos de Pintura,265,10,48,Reciclable,1,Incineración,0.006114429837867431,En los alrededores,Sí,536
2016-06-20,VOC,63,Maquinaria de Ensamble,398,23,22,Reciclable,9,Vertedero,0.009386988697536621,En los alrededores,Sí,537
2016-06-21,VOC,27,Procesos de Pintura,350,99,26,Reciclable,10,Incineración,0.002274159680264432,En los alrededores,Sí,538
2016-06-22,CO2,26,Maquinaria de Ensamble,409,92,21,No peligroso,9,Incineración,0.004381458167885187,Dentro de la planta,Sí,539
2016-06-23,NOx,50,Hornos de Secado,312,81,14,Peligroso,5,Vertedero,0.00993366909278488,En los alrededores,Sí,540
2016-06-24,HAP,94,Hornos de Secado,375,36,15,Peligroso,7,Reciclaje,0.005991236159069346,En los alrededores,Sí,541
2016-06-25,VOC,71,Hornos de Secado,228,63,12,Reciclable,6,Reciclaje,0.008205994718688743,Dentro de la planta,Sí,542
2016-06-26,VOC,36,Maquinaria de Ensamble,355,21,44,No peligroso,3,Reciclaje,0.004031774913972861,Dentro de la planta,Sí,543
2016-06-27,HAP,40,Hornos de Secado,301,71,27,No peligroso,7,Reciclaje,0.0023973077276571116,En los alrededores,Sí,544
2016-06-28,HAP,43,Maquinaria de Ensamble,441,77,46,No peligroso,9,Reciclaje,0.008223257417172853,Dentro de la planta,Sí,545
2016-06-29,CO2,94,Hornos de Secado,108,23,33,Reciclable,6,Vertedero,0.0011839531637042756,Dentro de la planta,Sí,546
2016-06-30,CO2,96,Maquinaria de Ensamble,364,50,37,Reciclable,3,Incineración,0.004415042896657483,En los alrededores,Sí,547
2016-07-01,HAP,77,Maquinaria de Ensamble,172,35,46,Peligroso,8,Vertedero,0.009201193339844715,Dentro de la planta,Sí,548
2016-07-02,NOx,5,Procesos de Pintura,192,22,45,Peligroso,9,Incineración,0.0025531999548091327,En los alrededores,Sí,549
2016-07-03,NOx,48,Procesos de Pintura,449,52,50,Reciclable,9,Incineración,0.0011534263220500565,Dentro de la planta,Sí,550
2016-07-04,CO2,84,Hornos de Secado,436,99,37,Peligroso,9,Incineración,0.008884353606920102,En los alrededores,Sí,551
2016-07-05,VOC,4,Maquinaria de Ensamble,164,64,25,Peligroso,7,Incineración,0.007607944371355186,Dentro de la planta,Sí,552
2016-07-06,HAP,42,Hornos de Secado,209,25,45,Reciclable,10,Incineración,0.005903367228419774,Dentro de la planta,Sí,553
2016-07-07,VOC,13,Maquinaria de Ensamble,347,50,26,No peligroso,1,Vertedero,0.002462779997652128,Dentro de la planta,Sí,554
2016-07-08,HAP,46,Hornos de Secado,102,70,10,No peligroso,10,Incineración,0.003670095257681105,En los alrededores,Sí,555
2016-07-09,CO2,33,Maquinaria de Ensamble,152,40,17,No peligroso,6,Vertedero,0.008968262567691867,En los alrededores,Sí,556
2016-07-10,HAP,43,Maquinaria de Ensamble,163,70,48,No peligroso,3,Reciclaje,0.008683520021859703,En los alrededores,Sí,557
2016-07-11,HAP,81,Hornos de Secado,446,92,31,No peligroso,7,Vertedero,0.0015231868371617771,En los alrededores,Sí,558
2016-07-12,CO2,65,Procesos de Pintura,447,12,12,Reciclable,8,Reciclaje,0.008800997426133945,En los alrededores,Sí,559
2016-07-13,HAP,97,Procesos de Pintura,412,31,36,Reciclable,4,Vertedero,0.004974436097443391,En los alrededores,Sí,560
2016-07-14,NOx,75,Procesos de Pintura,439,24,35,No peligroso,6,Vertedero,0.003310305014924033,Dentro de la planta,Sí,561
2016-07-15,HAP,4,Hornos de Secado,171,22,11,Peligroso,1,Reciclaje,0.006078594832320265,Dentro de la planta,Sí,562
2016-07-16,VOC,87,Maquinaria de Ensamble,416,93,25,No peligroso,9,Incineración,0.009933558173029485,En los alrededores,Sí,563
2016-07-17,CO2,51,Hornos de Secado,138,32,46,Reciclable,7,Vertedero,0.008068862195771282,Dentro de la planta,Sí,564
2016-07-18,NOx,35,Maquinaria de Ensamble,391,92,50,Reciclable,5,Vertedero,0.001312539506979127,En los alrededores,Sí,565
2016-07-19,VOC,87,Hornos de Secado,175,61,25,Peligroso,2,Reciclaje,0.005778101715740017,Dentro de la planta,Sí,566
2016-07-20,CO2,16,Maquinaria de Ensamble,359,47,46,No peligroso,1,Reciclaje,0.008473211005485693,Dentro de la planta,Sí,567
2016-07-21,HAP,57,Maquinaria de Ensamble,197,66,13,Peligroso,9,Reciclaje,0.009613189992604687,En los alrededores,Sí,568
2016-07-22,VOC,84,Maquinaria de Ensamble,342,35,25,Reciclable,6,Vertedero,0.006835414586105522,En los alrededores,Sí,569
2016-07-23,CO2,4,Maquinaria de Ensamble,450,47,37,No peligroso,3,Vertedero,0.0021337780962690767,En los alrededores,Sí,570
2016-07-24,HAP,84,Maquinaria de Ensamble,247,55,30,Peligroso,8,Incineración,0.008212108955139503,En los alrededores,Sí,571
2016-07-25,HAP,14,Maquinaria de Ensamble,459,11,18,Peligroso,5,Vertedero,0.008662882950672652,En los alrededores,Sí,572
2016-07-26,NOx,91,Maquinaria de Ensamble,474,38,42,No peligroso,4,Vertedero,0.007279360087237354,Dentro de la planta,Sí,573
2016-07-27,CO2,38,Maquinaria de Ensamble,103,78,20,Peligroso,9,Reciclaje,0.0034157459187557563,En los alrededores,Sí,574
2016-07-28,HAP,87,Hornos de Secado,227,82,32,No peligroso,4,Incineración,0.006496609988254486,Dentro de la planta,Sí,575
2016-07-29,NOx,71,Hornos de Secado,409,92,24,Peligroso,4,Incineración,0.008126812264810136,Dentro de la planta,Sí,576
2016-07-30,CO2,50,Maquinaria de Ensamble,323,66,13,Reciclable,1,Reciclaje,0.006691155141347386,En los alrededores,Sí,577
2016-07-31,NOx,2,Hornos de Secado,324,23,37,Peligroso,4,Reciclaje,0.0033405645120517754,En los alrededores,Sí,578
2016-08-01,NOx,86,Hornos de Secado,130,20,21,Peligroso,6,Incineración,0.0036680394656051947,Dentro de la planta,Sí,579
2016-08-02,VOC,96,Hornos de Secado,266,61,23,Reciclable,8,Vertedero,0.00763928224000521,Dentro de la planta,Sí,580
2016-08-03,NOx,93,Procesos de Pintura,480,67,17,Peligroso,8,Reciclaje,0.0012553203719907454,Dentro de la planta,Sí,581
2016-08-04,CO2,59,Hornos de Secado,382,65,34,Peligroso,5,Reciclaje,0.0012305649643046211,En los alrededores,Sí,582
2016-08-05,NOx,14,Maquinaria de Ensamble,367,95,13,No peligroso,6,Incineración,0.002150276896013557,En los alrededores,Sí,583
2016-08-06,VOC,75,Hornos de Secado,283,56,17,Reciclable,1,Reciclaje,0.0032986962941279215,Dentro de la planta,Sí,584
2016-08-07,VOC,83,Procesos de Pintura,296,48,12,Reciclable,10,Reciclaje,0.008749498501346448,En los alrededores,Sí,585
2016-08-08,CO2,25,Maquinaria de Ensamble,409,30,14,No peligroso,9,Vertedero,0.005317499559115665,Dentro de la planta,Sí,586
2016-08-09,NOx,35,Maquinaria de Ensamble,180,35,48,No peligroso,7,Reciclaje,0.008622490976432076,Dentro de la planta,Sí,587
2016-08-10,NOx,58,Procesos de Pintura,393,60,42,Peligroso,7,Reciclaje,0.004305603342854954,Dentro de la planta,Sí,588
2016-08-11,CO2,50,Hornos de Secado,144,19,38,No peligroso,8,Reciclaje,0.008645570570809261,Dentro de la planta,Sí,589
2016-08-12,HAP,55,Procesos de Pintura,262,62,35,Peligroso,6,Vertedero,0.006598586850322324,Dentro de la planta,Sí,590
2016-08-13,NOx,40,Hornos de Secado,267,41,33,No peligroso,2,Incineración,0.007052990687264602,Dentro de la planta,Sí,591
2016-08-14,HAP,43,Hornos de Secado,392,80,22,Peligroso,2,Reciclaje,0.0013456282228073262,Dentro de la planta,Sí,592
2016-08-15,CO2,19,Hornos de Secado,222,32,33,Peligroso,10,Reciclaje,0.00288697386386745,En los alrededores,Sí,593
2016-08-16,VOC,92,Hornos de Secado,480,41,15,No peligroso,10,Vertedero,0.001323315647525498,En los alrededores,Sí,594
2016-08-17,VOC,8,Procesos de Pintura,278,15,15,No peligroso,3,Vertedero,0.004466355151078998,Dentro de la planta,Sí,595
2016-08-18,NOx,18,Hornos de Secado,139,34,49,Reciclable,10,Vertedero,0.004668525461852091,En los alrededores,Sí,596
2016-08-19,HAP,68,Hornos de Secado,365,64,35,Peligroso,9,Vertedero,0.007550341849339169,En los alrededores,Sí,597
2016-08-20,VOC,62,Maquinaria de Ensamble,326,96,48,Reciclable,9,Vertedero,0.008724553093524656,En los alrededores,Sí,598
2016-08-21,CO2,86,Maquinaria de Ensamble,364,80,45,Reciclable,8,Reciclaje,0.0020478266616804396,En los alrededores,Sí,599
2016-08-22,HAP,46,Procesos de Pintura,126,77,39,Reciclable,10,Reciclaje,0.007699057561602705,En los alrededores,Sí,600
2016-08-23,VOC,78,Procesos de Pintura,476,29,47,No peligroso,6,Reciclaje,0.002658404308883036,Dentro de la planta,Sí,601
2016-08-24,NOx,5,Hornos de Secado,183,64,20,Reciclable,8,Reciclaje,0.0033527615154534886,En los alrededores,Sí,602
2016-08-25,VOC,81,Hornos de Secado,481,28,37,Reciclable,10,Incineración,0.003156708851630695,En los alrededores,Sí,603
2016-08-26,CO2,32,Maquinaria de Ensamble,171,67,18,No peligroso,7,Incineración,0.007940321372658736,Dentro de la planta,Sí,604
2016-08-27,VOC,64,Maquinaria de Ensamble,286,81,37,No peligroso,9,Incineración,0.0015919772662632004,Dentro de la planta,Sí,605
2016-08-28,CO2,43,Hornos de Secado,284,49,28,Peligroso,7,Incineración,0.007234602168434867,Dentro de la planta,Sí,606
2016-08-29,VOC,43,Hornos de Secado,319,81,11,No peligroso,1,Incineración,0.002198361442752552,Dentro de la planta,Sí,607
2016-08-30,HAP,37,Maquinaria de Ensamble,196,28,43,Peligroso,5,Incineración,0.007289460524010508,En los alrededores,Sí,608
2016-08-31,VOC,91,Procesos de Pintura,106,17,26,Reciclable,4,Vertedero,0.005745289663632181,En los alrededores,Sí,609
